product_name,product_category,product_type,weight,fragility,fragility_score,current_material,cost_per_unit,co2_emission_kg,recyclability,biodegradability,durability,recommended_material,rec_co2,rec_cost,rec_recyclability,rec_biodegradability
trash bag roll,Household,trash bag roll,704.5,medium,2.0,Styrofoam (EPS),0.2891,2.4418,0.1001,0.0098,0.5976,Recycled Cardboard,0.3522,0.4227,0.92,0.82
fertilizer bag,Agriculture,fertilizer bag,23320.3,low,,Kraft Paper,8.9563,,0.8517,0.8991,0.4411,Bioplastic (PLA),18.6562,65.2967,0.3,0.85
sunscreen tube,Cosmetics,sunscreen tube,0.247 kg,high,3.0,Aluminum,0.5333,2.0048,0.9117,0.0214,0.8449,Recycled Aluminum,0.1975,0.5924,0.95,0.02
safety equipment box,Industrial,safety equipment box,16831.5,,2.0,Steel (Tinplate),24.4567,47.8433,0.9403,0.0207,0.9838,Recycled Cardboard,8.4158,10.0989,0.92,0.82
fertilizer_bag,Agriculture,fertilizer bag,24461.1,low,1.0,Plastic (HDPE),17.9449,84.174,0.7673,0.0471,0.8573,Bamboo,7.3383,78.2756,0.6,0.95
machine part box,Industrial,machine part box,17683.8,high,3.0,Cardboard,8.1075,15.4017,0.9021,0.6726,0.5413,Steel (Tinplate),53.0514,24.7573,0.88,0.02
trash bag roll,Household,trash bag roll,3865.8,,2.0,Glass,6.7949,4.6954,0.9791,0.0951,0.8378,Bioplastic (PLA),3.0927,10.8244,0.3,0.85
trash bag roll,Household,trash bag roll,1828.3,medium,2.0,Styrofoam (EPS),0.7414,6.0513,,0.0093,0.5094,Bioplastic (PLA),1.4626,5.1191,0.3,0.85
paper towel wrap,Household,paper towel wrap,0.945 kg,low,,Glass,1.7007,1.0239,0.8745,0.0967,0.8594,Recycled Cardboard,0.4725,0.567,0.92,0.82
LEGO BOX,Toys & Games,LEGO box,469.6,low,1.0,Styrofoam (EPS),0.1906,1.5886,0.0975,0.0097,,Bamboo,0.1409,1.5026,0.6,0.95
milk jug,Food & Beverage,milk jug,998.8,medium,2.0,Aluminum,2.0495,8.0565,0.9071,0.0205,0.9751,Bioplastic (PLA),0.799,2.7966,0.3,0.85
jeans packaging,Fashion & Apparel,jeans packaging,63.4,medium,2.0,Cardboard,0.0326,0.0523,0.8508,0.7714,0.529,Recycled Cardboard,0.0317,0.0381,0.92,0.82
beer bottle,Food & Beverage,beer bottle,1.076 kg,medium,,Aluminum,2.5037,7.9167,0.9045,0.0204,1.0,Glass,1.2908,1.9363,0.95,0.1
pesticide container,Agriculture,pesticide container,3542.2,low,1.0,Cardboard,1.8454,3.41,0.9184,0.7138,,Bioplastic (PLA),2.8338,9.9181,0.3,0.85
inhaler box,Pharmaceuticals,inhaler box,0.122 kg,medium,2.0,Cardboard,,0.1077,0.801,0.7376,0.5702,Bioplastic (PLA),0.0978,0.3425,0.3,0.85
baby toy packaging,Toys & Games,baby toy packaging,2316.6,low,1.0,Cardboard,,1.9644,0.8984,0.754,0.5607,Recycled Cardboard,1.1583,1.39,0.92,0.82
shirt packaging,Fashion & Apparel,shirt packaging,,low,1.0,Cardboard,0.0977,0.1649,0.9163,0.7805,0.5859,Bamboo,0.0556,0.5926,0.6,0.95
trash bag roll,Household,trash bag roll,3.731 kg,medium,2.0,Glass,6.239,4.3082,1.0,0.0984,0.8887,Recycled Plastic,6.7165,3.7314,0.9,0.1
lipstick case,Cosmetics,lipstick case,,medium,2.0,Glass,0.5214,,0.8602,0.0977,0.8532,Recycled Plastic,0.5278,0.2932,0.9,0.1
lubricant container,Industrial,lubricant container,3905.6,high,3.0,Cardboard,1.8226,3.5336,0.8535,0.762,0.5062,Steel (Tinplate),11.7169,5.4679,0.88,0.02
seed packet,Agriculture,seed packet,,low,1.0,Kraft Paper,1.4716,2.341,,0.8888,0.4736,Hemp Fiber,0.6569,11.1668,0.65,0.96
supplement_jar,Pharmaceuticals,supplement jar,46.7,,3.0,Cardboard,0.0233,0.0416,0.8953,0.7298,0.5286,Glass,0.056,0.084,0.95,0.1
vegetable clamshell,Fresh Produce,vegetable clamshell,423.2,high,3.0,Kraft Paper,0.1706,0.3213,,0.8528,0.4702,Kraft Paper,0.2962,0.1693,0.85,0.88
shampoo bottle,Cosmetics,shampoo bottle,125.8,high,3.0,Glass,,0.1384,1.0,0.0945,0.8815,Recycled Aluminum,0.1006,0.3018,0.95,0.02
plate packaging,Household,plate packaging,1237.2,high,3.0,Styrofoam (EPS),0.483,4.0972,0.1024,0.0102,0.6311,Bioplastic (PLA),0.9897,3.464,0.3,0.85
charger box,Electronics,charger box,,high,3.0,Styrofoam (EPS),0.6329,5.8191,0.0926,0.0093,0.6041,Bamboo,0.5462,5.8259,0.6,0.95
card game box,Toys & Games,card game box,2926.3,,1.0,Cardboard,1.5241,2.6773,0.7923,0.764,0.5838,Bamboo,0.8779,9.3643,0.6,0.95
serum bottle,Cosmetics,serum bottle,0.279 kg,high,3.0,Glass,397.87,76.65,0.8965,0.0998,0.8336,Glass,0.3344,0.5016,0.95,0.1
snack bag,Food & Beverage,snack bag,514.1,low,1.0,Steel (Tinplate),0.7032,1.4868,0.9265,0.0203,0.8845,Recycled Cardboard,0.2571,0.3085,0.92,0.82
machine_part_box,Industrial,machine part box,5374.3,high,,Plastic (HDPE),3.593,18.9084,0.7001,0.0495,0.8892,Recycled Cardboard,2.6872,3.2246,0.92,0.82
mushroom tray,Fresh Produce,mushroom tray,1667.2,high,3.0,Cardboard,0.8941,1.5253,0.9187,0.7096,0.5879,Bioplastic (PLA),1.3338,4.6682,0.3,0.85
mushroom tray,Fresh Produce,mushroom tray,236.9,high,3.0,Kraft Paper,0.1057,0.167,,0.8885,0.443,Bioplastic (PLA),0.1895,0.6632,0.3,0.85
soil bag,agriculture (imported),soil bag,21019.0,low,1.0,Plastic (HDPE),14.9726,72.6144,0.7286,0.0454,0.8615,Bioplastic (PLA),16.8152,58.8532,0.3,0.85
eye drops bottle,Pharmaceuticals,eye drops bottle,88.7,medium,2.0,Glass,0.1626,0.1045,0.9486,0.1056,0.8977,Recycled Cardboard,0.0443,0.0532,0.92,0.82
Premium deodorant stick,Cosmetics,deodorant stick,262.9,high,3.0,Plastic (HDPE),0.1859,0.892,0.7705,0.0446,0.8497,Recycled Plastic,0.4733,0.2629,0.9,0.1
pasta box,Food & Beverage,pasta box,337.2,low,1.0,Cardboard,,0.267,0.9096,0.6937,0.5093,Glass,0.4047,0.607,0.95,0.1
fertilizer bag,agriculture,fertilizer bag,,low,1.0,Plastic (HDPE),7.7275,39.4776,0.7014,0.0489,0.8577,Kraft Paper,8.0369,4.5925,0.85,0.88
seed packet,Agriculture,seed packet,17489.3,low,1.0,brown paper,7.4197,12.1292,0.7973,0.9067,0.4748,Kraft Paper,12.2425,6.9957,0.85,0.88
memory card case,Electronics,memory card case,1172.6,high,3.0,Plastic (PET),,4.4609,0.6845,0.0505,0.7968,Hemp Fiber,0.2345,3.9868,0.65,0.96
paper towel wrap,Household,paper towel wrap,1333.0,medium,2.0,Styrofoam (EPS),0.5066,4.6303,0.0981,0.0101,0.6599,Bioplastic (PLA),1.0664,3.7324,0.3,0.85
safety equipment box,Industrial,safety equipment box,6144.9,,2.0,Wood,15.1892,3.1853,0.6901,0.8478,0.888,Recycled Cardboard,3.0724,3.6869,0.92,0.82
jewelry box,Fashion & Apparel,jewelry box,1228.0,low,1.0,Cardboard,0.615,1.1034,0.7824,,0.5198,Kraft Paper,0.8596,0.4912,0.85,0.88
Shoe Box,Fashion & Apparel,shoe box,0.69 kg,low,1.0,Cardboard,0.3154,0.6304,0.8207,,0.5547,Kraft Paper,0.4829,0.2759,0.85,0.88
supplement jar,Pharmaceuticals,supplement jar,159.2,medium,2.0,Cardboard,0.0913,0.1374,0.9348,0.6993,0.5136,Bioplastic (PLA),0.1274,0.4457,0.3,0.85
educational toy box - eco,Toys & Games,educational toy box,781.1,low,1.0,Plastic (PET),0.6015,3.1601,0.7674,0.0505,,Bamboo,0.2343,2.4997,0.6,0.95
accessory pouch,Fashion & Apparel,accessory pouch,746.3,low,1.0,Plastic (PET),0.5799,2.7911,0.732,0.0523,0.7911,Bamboo,0.2239,2.388,0.6,0.95
bandage box,Pharmaceuticals,bandage box,173.2,medium,2.0,Cardboard,0.0908,,0.8302,0.7088,0.5689,Glass,0.2078,0.3117,0.95,0.1
seed packet,Agriculture,seed packet,19417.3,low,1.0,Plastic (HDPE),13.597,69.1981,0.6718,0.0504,0.944,Bioplastic (PLA),15.5339,54.3686,0.3,0.85
fertilizer bag,Agriculture,fertilizer bag,8577.2,low,1.0,Kraft Paper,3.6165,6.4337,0.7942,0.9074,0.4799,Bamboo,2.5732,27.4471,0.6,0.95
card game box,Toys & Games,card game box,1865.1,,1.0,Styrofoam (EPS),0.7678,6.7231,0.0982,0.0103,0.6333,Recycled Cardboard,0.9326,1.1191,0.92,0.82
shirt packaging,Fashion & Apparel,shirt packaging,1264.1,low,1.0,Plastic (PET),315.52,151.18,0.7273,0.0541,0.7707,Recycled Cardboard,0.632,0.7585,0.92,0.82
detergent bottle,Household,detergent bottle,1588.8,low,1.0,Glass,3.0787,,0.9816,0.0954,0.8281,Recycled Cardboard,0.7944,0.9533,0.92,0.82
handbag packaging - eco,Fashion & Apparel,handbag packaging,0.122 kg,medium,2.0,Wood,0.3242,0.0549,0.7509,0.7764,,Bamboo,0.0367,0.3917,0.6,0.95
eyeshadow palette - eco,Cosmetics,eyeshadow palette,411.1,medium,2.0,glass,0.7345,0.5227,0.8446,0.093,0.8888,Recycled Aluminum,0.3289,0.9866,0.95,0.02
trash bag roll,Household,trash bag roll,1038.0,high,3.0,Plastic (HDPE),0.7362,3.7049,0.7982,0.0439,0.7486,Glass,1.2456,1.8684,0.95,0.1
Premium perfume bottle,Cosmetics,perfume bottle,0.207 kg,high,3.0,Glass,,0.2283,0.9848,0.099,0.8791,Recycled Aluminum,0.1654,0.4963,0.95,0.02
smartphone_box,Electronics,smartphone box,1324.9,high,3.0,Cardboard,0.7009,1.2417,0.8577,0.7115,0.5517,Mycelium,0.1325,5.2997,0.4,0.99
juice carton,Food & Beverage,juice carton,516.9,medium,2.0,Aluminum,1.1491,3.9801,0.8299,0.0187,0.9594,Recycled Plastic,0.9305,0.5169,0.9,0.1
candle box,Household,candle box,715.0,low,1.0,Cardboard,0.3449,0.5849,0.8188,0.8139,0.5468,Recycled Plastic,1.287,0.715,0.9,0.1
mouse box,Electronics,mouse box,931.3,medium,2.0,Plastic (PET),0.6942,3.3015,0.7146,0.0513,0.8719,Mycelium,0.0931,3.7252,0.4,0.99
chemical drum,Industrial,chemical drum,17643.3,low,1.0,Plastic (HDPE),13.1254,57.1387,0.7313,0.0468,0.8428,Recycled Cardboard,8.8217,10.586,0.92,0.82
plate packaging (imported),Household,plate packaging,2127.3,medium,2.0,Plastic (HDPE),1.4661,6.9029,0.7218,0.0508,0.907,Bioplastic (PLA),1.7018,5.9564,0.3,0.85
building blocks box,Toys & Games,building blocks box,2463.3,low,1.0,Cardboard,1.2263,2.2068,0.9041,0.7856,0.5484,Bamboo,0.739,7.8826,0.6,0.95
herb packaging,Fresh Produce,herb packaging,,high,3.0,Cardboard,1.3533,2.4382,0.9339,0.7426,0.54,Mycelium,0.2498,9.9925,0.4,0.99
shoe box,Fashion & Apparel,shoe box,141.3,medium,2.0,Cardboard,0.07,0.1299,0.9234,0.7945,0.6212,Recycled Cardboard,0.0706,0.0848,0.92,0.82
vegetable clamshell,Fresh Produce,vegetable clamshell,1.691 kg,high,,Cardboard,0.7917,1.5455,0.8618,0.7127,0.5651,Kraft Paper,1.1837,0.6764,0.85,0.88
first aid kit,Pharmaceuticals,first aid kit,63.0,medium,2.0,Glass,,,0.9952,0.0959,,Recycled Cardboard,0.0315,0.0378,0.92,0.82
Accessory Pouch,Fashion & Apparel,accessory pouch,874.5,low,1.0,Wood,2.265,0.4588,0.6888,0.8061,0.8145,Recycled Cardboard,0.4372,0.5247,0.92,0.82
nasal spray,Pharmaceuticals,nasal spray,74.1,medium,2.0,Glass,0.15,0.0906,0.9497,0.1042,0.9037,Bioplastic (PLA),0.0593,0.2074,0.3,0.85
injection packaging,Pharmaceuticals,injection packaging,277.5,high,3.0,Cardboard,0.1348,0.2418,0.9623,0.7181,0.6171,Glass,0.333,0.4996,0.95,0.1
makeup remover bottle,Cosmetics,makeup remover bottle,99.9,medium,2.0,Plastic (PET),0.0831,0.3769,0.7486,0.0456,0.8522,Glass,0.1198,0.1797,0.95,0.1
pesticide container,Agriculture,pesticide container,4665.0,,1.0,Kraft Paper,1.8303,3.3707,0.766,0.8549,0.4235,Bioplastic (PLA),3.732,13.0619,0.3,0.85
Premium paper towel wrap,Household,paper towel wrap,190.1,low,1.0,Cardboard,0.1006,0.177,0.868,0.7372,0.5638,Recycled Cardboard,0.095,0.114,0.92,0.82
jeans packaging,Fashion & Apparel,jeans packaging,650.6,medium,2.0,Wood,1.6834,0.3287,0.6809,0.816,0.8484,Bamboo,0.1952,2.082,0.6,0.95
berry punnet,Fresh Produce,berry punnet,2137.3,medium,2.0,Kraft Paper,0.9149,1.4317,0.8797,0.8605,0.4392,Mycelium,0.2137,8.5494,0.4,0.99
cleaning spray,Household,cleaning spray,1.372 kg,medium,2.0,Styrofoam (EPS),0.4999,4.4541,0.0953,0.0102,0.6515,Bioplastic (PLA),1.0974,3.8408,0.3,0.85
vase packaging - eco,Household,vase packaging,1032.5,high,,Glass,1.8149,1.2447,0.914,0.1068,0.8706,Recycled Cardboard,0.5162,0.6195,0.92,0.82
vitamin bottle,Pharmaceuticals,vitamin bottle,0.136 kg,high,3.0,Plastic (HDPE),0.0943,0.4443,0.7256,0.0445,0.918,Recycled Cardboard,0.0678,0.0814,0.92,0.82
vase packaging,Household,vase packaging,3463.1,low,1.0,Cardboard,,3.135,0.8137,0.6763,0.5339,Glass,4.1557,6.2336,0.95,0.1
pill box,Pharmaceuticals,pill box,0.195 kg,medium,2.0,Cardboard,0.0964,0.191,0.9117,0.7015,0.5237,Glass,0.2336,0.3505,0.95,0.1
tool packaging,Industrial,tool packaging,17811.1,medium,2.0,Plastic (HDPE),,65.0024,0.7834,0.0504,0.8735,Steel (Tinplate),53.4333,24.9355,0.88,0.02
compost bag,Agriculture,compost bag,20015.2,low,1.0,Kraft Paper,7.7109,15.1822,0.8145,0.7803,0.4421,Hemp Fiber,4.003,68.0518,0.65,0.96
apple tray,Fresh Produce,apple tray,1291.0,high,3.0,Kraft Paper,0.5273,0.9182,0.9186,0.9,0.4445,Bioplastic (PLA),1.0328,3.6149,0.3,0.85
toy_car_box,toys & games - eco,toy car box,1279.4,low,1.0,Cardboard,0.7096,1.2894,0.8498,0.8109,0.5605,Recycled Plastic,2.303,1.2794,0.9,0.1
garden tool box,Agriculture,garden tool box,6961.5,low,1.0,Cardboard,3.7202,6.1721,0.8734,0.7547,0.5452,Hemp Fiber,1.3923,23.669,0.65,0.96
industrial tape roll,Industrial,industrial tape roll,3095.3,,1.0,Wood,8.2328,,0.7539,0.8502,0.8209,Steel (Tinplate),9.2858,4.3334,0.88,0.02
salad bag,Fresh Produce,salad bag,904.4,medium,2.0,Plastic (PET),0.7642,3.5912,0.7015,0.0517,0.8556,Bioplastic (PLA),0.7235,2.5324,0.3,0.85
INJECTION PACKAGING,Pharmaceuticals,injection packaging,146.3,medium,2.0,Plastic (HDPE),0.0878,0.5319,0.7931,0.0457,0.8346,Recycled Cardboard,0.0732,0.0878,0.92,0.82
soda can (imported),Food & Beverage,soda can,0.471 kg,low,1.0,Aluminum,,3.7678,0.9823,0.0199,1.0,Bioplastic (PLA),0.3764,1.3175,0.3,0.85
LEGO box,Toys & Games,LEGO box,1236.1,low,1.0,Styrofoam (EPS),0.4628,3.7036,0.0969,0.01,0.6155,Recycled Cardboard,0.618,0.7416,0.92,0.82
plate packaging,Household,plate packaging,2539.9,high,3.0,cardboard,1.2252,2.3513,0.8123,0.7446,0.5377,Recycled Cardboard,1.2699,1.5239,0.92,0.82
vase packaging,Household,vase packaging,1952.2,medium,,Styrofoam (EPS),0.7576,6.7761,0.1045,0.0108,0.5879,Bioplastic (PLA),1.5618,5.4662,0.3,0.85
vegetable clamshell,Premium fresh produce,vegetable clamshell,227.4,high,3.0,Kraft Paper,0.0885,0.1453,0.8036,0.886,0.4724,Seaweed Film,0.0114,1.0006,0.45,0.98
Premium body lotion bottle,Cosmetics,body lotion bottle,424.8,medium,2.0,Plastic (PET),0.3412,1.6009,0.6434,0.0511,0.7608,Glass,0.5098,0.7647,0.95,0.1
face cream jar,Cosmetics,face cream jar,,high,3.0,PET plastic,0.3315,1.646,0.7203,0.0463,0.7805,Recycled Aluminum,0.3475,1.0424,0.95,0.02
charger box,Electronics,charger box,3842.6,high,3.0,Cardboard,1.8967,3.409,0.8694,0.7477,0.5632,Bamboo,1.1528,12.2962,0.6,0.95
Premium plate packaging,Household,plate packaging,1667.2,low,1.0,Glass,2.9939,2.0034,0.8748,0.0953,0.8748,Recycled Plastic,3.001,1.6672,0.9,0.1
camera box,Electronics,camera box,1016.9,medium,2.0,Cardboard,0.502,,,0.6506,,Mycelium,0.1017,4.0678,0.4,0.99
light bulb box,household,light bulb box,2083.8,high,3.0,Plastic (HDPE),,7.4545,0.7068,0.0503,0.8664,Glass,2.5005,3.7508,0.95,0.1
lipstick case,Cosmetics,lipstick case,,medium,2.0,Glass,0.5214,,0.8602,0.0977,0.8532,Recycled Plastic,0.5278,0.2932,0.9,0.1
shirt packaging,Fashion & Apparel,shirt packaging,1249.8,medium,2.0,PET plastic,0.9794,4.5844,0.7011,0.0504,0.7671,Recycled Cardboard,0.6249,0.7499,0.92,0.82
hair spray can,Cosmetics,hair spray can,155.5,high,3.0,Plastic (HDPE),0.1048,0.5726,0.7,0.049,0.8685,Bioplastic (PLA),0.1244,0.4355,0.3,0.85
APPLE TRAY,Fresh Produce,apple tray,1677.5,high,3.0,Plastic (PET),1.4075,,0.7531,0.0469,0.8022,Mycelium,0.1677,6.71,0.4,0.99
shoe box,Fashion & Apparel,shoe box,1430.4,,2.0,Plastic (PET),1.1082,5.1326,0.6861,0.0486,0.7914,Kraft Paper,1.0013,0.5721,0.85,0.88
fertilizer bag,Agriculture,fertilizer bag,18614.6,low,,HDPE,14.9751,65.7218,0.7638,0.0492,0.8892,Bamboo,5.5844,59.5667,0.6,0.95
toner bottle,Cosmetics,toner bottle,90.1,medium,2.0,Plastic (HDPE),0.0601,0.3115,0.792,0.0493,0.9117,Recycled Plastic,0.1621,0.0901,0.9,0.1
plant pot,Agriculture,plant pot,3669.9,low,1.0,Kraft Paper,1.3906,2.3613,0.8046,0.9218,0.4885,Kraft Paper,2.5689,1.4679,0.85,0.88
shirt packaging,Fashion & Apparel,shirt packaging,490.3,medium,2.0,Plastic (PET),0.402,1.7486,0.7032,0.0497,0.9058,Recycled Cardboard,0.2451,0.2942,0.92,0.82
smartphone box,ELECTRONICS,smartphone box,1863.4,medium,,Cardboard,0.9252,1.7187,0.9085,0.8071,,Recycled Cardboard,0.9317,1.118,0.92,0.82
plate packaging,Household,plate packaging,2.026 kg,high,3.0,Glass,3.6359,2.6624,0.9164,0.0924,0.8189,Recycled Cardboard,1.013,1.2157,0.92,0.82
shoe box,Fashion & Apparel,shoe box,120.8,low,1.0,Wood,0.3399,0.0623,0.7133,0.8125,0.7854,Recycled Cardboard,0.0604,0.0725,0.92,0.82
jam jar,Food & Beverage,jam jar,462.0,low,1.0,Cardboard,0.2421,0.4068,0.9372,0.786,0.5007,Glass,0.5543,0.8315,0.95,0.1
jeans packaging,Fashion & Apparel,jeans packaging,1207.8,medium,2.0,Plastic (PET),0.9488,4.922,0.6723,0.049,0.8104,Kraft Paper,0.8454,0.4831,0.85,0.88
plant pot,Agriculture,plant pot,,low,1.0,Kraft Paper,6.2875,10.5687,0.8422,0.8268,0.4513,Bioplastic (PLA),12.0277,42.0969,0.3,0.85
machine_part_box,Industrial,machine part box,3.958 kg,,2.0,Cardboard,1.9641,3.2147,,0.7605,0.5329,Steel (Tinplate),11.8746,5.5415,0.88,0.02
syrup bottle,Pharmaceuticals,syrup bottle,278.0,medium,2.0,Cardboard,0.1307,0.2668,0.9193,0.7835,0.6003,Recycled Cardboard,0.139,0.1668,0.92,0.82
lipstick case,Cosmetics,lipstick case,431.0,medium,2.0,aluminium,0.9443,3.7706,0.9341,0.0196,0.9586,Bioplastic (PLA),0.3448,1.2068,0.3,0.85
CHEMICAL DRUM,Industrial,chemical drum,12996.9,high,,Steel (Tinplate),16.3082,39.5229,0.876,,1.0,Recycled Aluminum,10.3975,31.1925,0.95,0.02
light_bulb_box,Household,light bulb box,2540.7,,1.0,HDPE container,1.673,,0.772,0.0515,0.7688,Bioplastic (PLA),2.0326,7.114,0.3,0.85
jam jar,Food & Beverage,jam jar,1656.6,low,1.0,Aluminum,3.3683,13.7219,0.9912,0.0218,0.9209,Bioplastic (PLA),1.3253,4.6385,0.3,0.85
paper towel wrap,Household,paper towel wrap,3332.6,medium,2.0,Cardboard,1.7922,2.9802,0.8161,0.7495,0.5156,Recycled Plastic,5.9987,3.3326,0.9,0.1
educational toy box - eco,Toys & Games,educational toy box,1131.9,medium,2.0,corrugated cardboard,0.5379,0.9926,0.8745,,0.5801,Bamboo,0.3396,3.6219,0.6,0.95
smartphone box,Electronics,smartphone box,1595.9,high,3.0,Styrofoam (EPS),0.5922,5.0049,0.1033,,0.6173,Recycled Cardboard,0.7979,0.9575,0.92,0.82
card game box,Toys & Games,card game box,2400.1,low,1.0,Styrofoam (EPS),1.033,7.561,0.1026,0.0105,0.5803,Recycled Cardboard,1.2001,1.4401,0.92,0.82
industrial tape roll,Industrial,industrial tape roll,4.521 kg,low,1.0,Plastic (HDPE),,15.9858,0.757,,0.8757,Recycled Cardboard,2.2607,2.7129,0.92,0.82
jeans packaging,Fashion & Apparel,jeans packaging,1456.9,medium,2.0,Cardboard,0.7368,1.3146,0.9273,0.7584,0.5749,Bamboo,0.4371,4.6622,0.6,0.95
trash bag roll,Household,trash bag roll,714.9,medium,2.0,Cardboard,0.3745,0.6414,0.8366,0.7689,0.5354,Bioplastic (PLA),0.5719,2.0017,0.3,0.85
vegetable clamshell,Fresh Produce,vegetable clamshell,1.765 kg,high,3.0,Kraft Paper,303.09,159.75,0.7563,0.9195,0.4787,Kraft Paper,1.2352,0.7059,0.85,0.88
bandage box,Pharmaceuticals,bandage box,77.9,high,3.0,Cardboard,0.0363,0.0703,0.9128,0.7742,0.6095,Bioplastic (PLA),0.0623,0.2181,0.3,0.85
plant pot,Agriculture,plant pot,21614.5,low,1.0,Plastic (HDPE),13.3359,78.0941,0.8266,0.0507,0.817,Bioplastic (PLA),17.2916,60.5205,0.3,0.85
melon wrap,Fresh Produce,melon wrap,2.589 kg,high,3.0,Kraft Paper,1.0396,,0.8791,0.8738,0.4762,Bioplastic (PLA),2.0713,7.2494,0.3,0.85
salad bag - eco,Fresh Produce,salad bag,0.347 kg,high,3.0,Plastic (PET),0.2988,,0.752,0.0519,0.8024,Mycelium,0.0347,1.3878,0.4,0.99
vegetable clamshell,Fresh Produce,vegetable clamshell,2754.3,,2.0,Plastic (PET),2.3396,,,0.0505,0.7753,Mycelium,0.2754,11.0172,0.4,0.99
bolt set packaging,Industrial,bolt set packaging,14945.5,high,3.0,Steel (Tinplate),22.6736,42.1248,0.8984,0.0193,0.9673,Recycled Aluminum,11.9564,35.8693,0.95,0.02
Lubricant Container,Industrial,lubricant container,4.878 kg,high,3.0,Plastic (HDPE),3.1674,17.2715,0.6972,0.0482,0.8409,Recycled Aluminum,3.9025,11.7075,0.95,0.02
card game box,Toys & Games,card game box,1085.8,low,1.0,pet bottle,0.8478,4.0067,0.7451,0.0487,0.7965,Recycled Cardboard,0.5429,0.6515,0.92,0.82
tie box,Premium fashion & apparel,tie box,784.6,medium,2.0,Wood,2.0414,0.3935,0.6992,0.8079,0.8439,Bamboo,0.2354,2.5107,0.6,0.95
shirt packaging,Fashion & Apparel,shirt packaging,1110.4,low,1.0,Wood,2.8074,0.5768,0.6714,0.7999,0.8428,Kraft Paper,0.7773,0.4442,0.85,0.88
sunscreen tube,Cosmetics,sunscreen tube,40.4,high,3.0,Plastic (HDPE),0.0276,0.1379,0.7589,0.0468,0.8439,Glass,0.0485,0.0727,0.95,0.1
lubricant container,Industrial,lubricant container,11303.0,low,1.0,Steel (Tinplate),15.1546,34.7309,0.8517,0.021,0.9538,Recycled Aluminum,9.0424,27.1272,0.95,0.02
vegetable clamshell,Premium fresh produce,vegetable clamshell,227.4,high,3.0,Kraft Paper,0.0885,0.1453,0.8036,0.886,0.4724,Seaweed Film,0.0114,1.0006,0.45,0.98
pesticide container,Agriculture,pesticide container,,,1.0,Cardboard,5.2091,10.358,0.8678,0.7111,0.5444,Bioplastic (PLA),8.605,30.1174,0.3,0.85
eyeshadow palette,Cosmetics,eyeshadow palette,441.4,high,3.0,Plastic (HDPE),0.3047,1.6079,0.7395,0.052,0.8645,Bioplastic (PLA),0.3532,1.236,0.3,0.85
headphone case,Electronics,headphone case,6479.1,high,3.0,Cardboard,3.0164,5.9574,0.8551,0.7883,0.6074,Mycelium,0.6479,25.9162,0.4,0.99
card game box - eco,Toys & Games,card game box,160.1,medium,2.0,Cardboard,0.0819,0.1441,0.8682,0.6811,0.5381,Recycled Plastic,0.2881,0.1601,0.9,0.1
compost bag,Agriculture,compost bag,17492.2,low,1.0,Kraft Paper,7.0238,12.1642,0.8404,0.8514,,Bamboo,5.2477,55.9751,0.6,0.95
soil bag,Agriculture,soil bag,3673.7,low,1.0,Kraft Paper,1.4525,2.6644,,0.8211,0.4656,Bioplastic (PLA),2.939,10.2864,0.3,0.85
battery packaging,Industrial,battery packaging,15752.8,,2.0,Steel (Tinplate),361.48,69.02,0.938,0.0201,0.95,Recycled Cardboard,7.8764,9.4517,0.92,0.82
shirt packaging,Fashion & Apparel,shirt packaging,746.7,medium,2.0,Wood,1.8953,0.3843,,0.7462,0.8554,Kraft Paper,0.5227,0.2987,0.85,0.88
gaming console box,Electronics,gaming console box,3704.0,high,3.0,Styrofoam (EPS),,13.2272,0.1032,0.0098,0.6181,Hemp Fiber,0.7408,12.5936,0.65,0.96
canned beans,Food & Beverage,canned beans,1700.7,low,1.0,Steel (Tinplate),2.5487,4.9701,0.9812,0.0196,0.9484,Glass,2.0408,3.0612,0.95,0.1
jeans packaging,Fashion & Apparel,jeans packaging,908.2,,1.0,Plastic (PET),0.7741,3.4906,0.6621,0.0505,0.8104,Recycled Cardboard,0.4541,0.5449,0.92,0.82
Premium puzzle box,Toys & Games,puzzle box,2695.4,low,1.0,Cardboard,1.3739,2.471,0.8777,0.7959,0.5802,Bamboo,0.8086,8.6252,0.6,0.95
shoe box,Fashion & Apparel,shoe box,1317.5,low,1.0,Cardboard,0.6365,1.2711,0.9592,0.7485,0.5107,Kraft Paper,0.9223,0.527,0.85,0.88
vase packaging,Household,vase packaging,,high,3.0,Cardboard,1.6232,,0.8551,0.7323,,Recycled Plastic,5.9274,3.293,0.9,0.1
melon wrap,Fresh Produce,melon wrap,1126.1,medium,2.0,Cardboard,0.5443,1.0257,0.8962,0.7547,,Kraft Paper,0.7882,0.4504,0.85,0.88
injection packaging,Pharmaceuticals,injection packaging,80.6,medium,2.0,Plastic (HDPE),0.0529,0.2692,0.7419,0.051,0.8799,Glass,0.0968,0.1452,0.95,0.1
chemical drum,Industrial,chemical drum,1153.3,low,1.0,Steel (Tinplate),1.638,3.5452,0.988,0.0194,0.9442,Steel (Tinplate),3.46,1.6146,0.88,0.02
salad bag,Fresh Produce,salad bag,1787.4,,2.0,Kraft Paper,0.7704,1.2658,0.8076,0.9233,0.4452,Kraft Paper,1.2512,0.715,0.85,0.88
